0,1,2,3
Thermal Cycling,Temper,"Temperature 
(°C)","UTS 
YS 
(MPa) 
(MPa)"
As heat treated,T4,150,"616 
474"
,,200,"530 
448"
,,260,"194 
128"
,,350,"65 
48"
,T1,150,"428 
321"
,,200,"358 
276"
,,260,"200 
102"
,,350,"65 
48"
"After 200 thermal 
cycles, 50C to 
200C",T4,150,"442 
369"
,,200,"343 
265"
,,260,"193 
125"
,,350,"59 
45"
,T1,150,"348 
269"
,,200,"265 
187"
,,260,"150 
92"
,,350,"56 
46"
